CBM_Type,Training_Mode,Alpha,k,Run,Leakage,Warning,num_sim,n,d
soft,joint,0.025,75,11,0.05481787882525513,False,15,10000,1000
soft,joint,0.025,75,12,0.06808157328482944,False,15,10000,1000
soft,joint,0.025,75,13,0.06276887496530814,False,15,10000,1000
soft,joint,0.025,75,14,0.0745212506572619,False,15,10000,1000
soft,joint,0.025,75,15,0.0766874158339721,False,15,10000,1000
soft,joint,0.025,100,1,0.073777137521579,False,15,10000,1000
soft,joint,0.025,100,2,0.050444095570598035,False,15,10000,1000
soft,joint,0.025,100,3,0.07522936350571441,False,15,10000,1000
soft,joint,0.025,100,4,0.08370308493938894,False,15,10000,1000
soft,joint,0.025,100,5,0.07486182957705956,False,15,10000,1000
soft,joint,0.025,100,6,0.06505220149924207,False,15,10000,1000
soft,joint,0.025,100,7,0.07026798301969728,False,15,10000,1000
soft,joint,0.025,100,8,0.0727697253665065,False,15,10000,1000
soft,joint,0.025,100,9,0.07102789978516766,False,15,10000,1000
soft,joint,0.025,100,10,0.08916519556151514,False,15,10000,1000
soft,joint,0.025,100,11,0.09520728121589617,False,15,10000,1000
soft,joint,0.025,100,12,0.07738671751746318,False,15,10000,1000
soft,joint,0.025,100,13,0.0882126715045195,False,15,10000,1000
soft,joint,0.025,100,14,0.08079835078947273,False,15,10000,1000
soft,joint,0.025,100,15,0.05496237805158932,False,15,10000,1000
soft,joint,0.025,125,1,0.07908285754305688,False,15,10000,1000
soft,joint,0.025,125,2,0.07084618386482333,False,15,10000,1000
soft,joint,0.025,125,3,0.08481100671093267,False,15,10000,1000
soft,joint,0.025,125,4,0.08258691258931128,False,15,10000,1000
soft,joint,0.025,125,5,0.05627155584617194,False,15,10000,1000
soft,joint,0.025,125,6,0.07558968559847501,False,15,10000,1000
soft,joint,0.025,125,7,0.08138931426455409,False,15,10000,1000
soft,joint,0.025,125,8,0.07934101548396089,False,15,10000,1000
soft,joint,0.025,125,9,0.08512119691573417,False,15,10000,1000
soft,joint,0.025,125,10,0.08019462127979837,False,15,10000,1000
soft,joint,0.025,125,11,0.08013703621591306,False,15,10000,1000
soft,joint,0.025,125,12,0.08250694805145198,False,15,10000,1000
soft,joint,0.025,125,13,0.07345067427496788,False,15,10000,1000
soft,joint,0.025,125,14,0.08028005438329933,False,15,10000,1000
soft,joint,0.025,125,15,0.07401420668921399,False,15,10000,1000
soft,joint,0.025,150,1,0.07439540366742103,False,15,10000,1000
soft,joint,0.025,150,2,0.09174415926151291,False,15,10000,1000
soft,joint,0.025,150,3,0.062264961487216386,False,15,10000,1000
soft,joint,0.025,150,4,0.0762245110692017,False,15,10000,1000
soft,joint,0.025,150,5,0.09740920745262827,False,15,10000,1000
soft,joint,0.025,150,6,0.07407255249783806,False,15,10000,1000
soft,joint,0.025,150,7,0.07471442437350317,False,15,10000,1000
soft,joint,0.025,150,8,0.09077428040821567,False,15,10000,1000
soft,joint,0.025,150,9,0.0851407543882916,False,15,10000,1000
soft,joint,0.025,150,10,0.09089546589053676,False,15,10000,1000
soft,joint,0.025,150,11,0.0699524450699156,False,15,10000,1000
soft,joint,0.025,150,12,0.08844229588913666,False,15,10000,1000
soft,joint,0.025,150,13,0.08571365117247787,False,15,10000,1000
soft,joint,0.025,150,14,0.08194988471749376,False,15,10000,1000
soft,joint,0.025,150,15,0.06227337892221074,False,15,10000,1000
soft,joint,0.05,25,1,0.04066030279425781,False,15,10000,1000
soft,joint,0.05,25,2,0.08138489742797184,False,15,10000,1000
soft,joint,0.05,25,3,0.05031548584544665,False,15,10000,1000
soft,joint,0.05,25,4,0.07344332681210397,False,15,10000,1000
soft,joint,0.05,25,5,0.06516154278293329,False,15,10000,1000
soft,joint,0.05,25,6,0.0812846495048003,False,15,10000,1000
soft,joint,0.05,25,7,0.07752254764010291,False,15,10000,1000
soft,joint,0.05,25,8,0.025914215854944134,False,15,10000,1000
soft,joint,0.05,25,9,0.0655657277398185,False,15,10000,1000
soft,joint,0.05,25,10,0.08241308460958074,False,15,10000,1000
soft,joint,0.05,25,11,0.08084462242137258,False,15,10000,1000
soft,joint,0.05,25,12,0.04953965807164051,False,15,10000,1000
soft,joint,0.05,25,13,0.08512149358590326,False,15,10000,1000
soft,joint,0.05,25,14,0.06941690665861189,False,15,10000,1000
soft,joint,0.05,25,15,0.046017241732681846,False,15,10000,1000
soft,joint,0.05,50,1,0.038589329602699785,False,15,10000,1000
soft,joint,0.05,50,2,0.08728579854282725,False,15,10000,1000
soft,joint,0.05,50,3,0.08532535398902352,False,15,10000,1000
soft,joint,0.05,50,4,0.06983784521723302,False,15,10000,1000
soft,joint,0.05,50,5,0.07734246414404322,False,15,10000,1000
soft,joint,0.05,50,6,0.06895740206113521,False,15,10000,1000
soft,joint,0.05,50,7,0.07687738607596017,False,15,10000,1000
soft,joint,0.05,50,8,0.09180214565814637,False,15,10000,1000
soft,joint,0.05,50,9,0.0669310059495265,False,15,10000,1000
soft,joint,0.05,50,10,0.08040944746169876,False,15,10000,1000
soft,joint,0.05,50,11,0.04643651218640854,False,15,10000,1000
soft,joint,0.05,50,12,0.07309913834594162,False,15,10000,1000
soft,joint,0.05,50,13,0.07797234391682473,False,15,10000,1000
soft,joint,0.05,50,14,0.0735604055422594,False,15,10000,1000
soft,joint,0.05,50,15,0.09034058182320703,False,15,10000,1000
soft,joint,0.05,75,1,0.06658733212355195,False,15,10000,1000
soft,joint,0.05,75,2,0.028343330379674958,False,15,10000,1000
soft,joint,0.05,75,3,0.07633866608165074,False,15,10000,1000
soft,joint,0.05,75,4,0.07322754323362757,False,15,10000,1000
soft,joint,0.05,75,5,0.05035410926337791,False,15,10000,1000
soft,joint,0.05,75,6,0.06940780629256782,False,15,10000,1000
soft,joint,0.05,75,7,0.06713761938707474,False,15,10000,1000
soft,joint,0.05,75,8,0.061030061982603634,False,15,10000,1000
soft,joint,0.05,75,9,0.05263748072440011,False,15,10000,1000
soft,joint,0.05,75,10,0.07804764900181849,False,15,10000,1000
soft,joint,0.05,75,11,0.04569051852869377,False,15,10000,1000
soft,joint,0.05,75,12,0.06039740420258011,False,15,10000,1000
soft,joint,0.05,75,13,0.05249939962451333,False,15,10000,1000
soft,joint,0.05,75,14,0.06606481497426642,False,15,10000,1000
soft,joint,0.05,75,15,0.069286313110825,False,15,10000,1000
soft,joint,0.05,100,1,0.058694914688904865,False,15,10000,1000
soft,joint,0.05,100,2,0.04028697333164133,False,15,10000,1000
soft,joint,0.05,100,3,0.06539520070273941,False,15,10000,1000
soft,joint,0.05,100,4,0.07348781499468404,False,15,10000,1000
soft,joint,0.05,100,5,0.0614503062669578,False,15,10000,1000
soft,joint,0.05,100,6,0.059420322758861,False,15,10000,1000
soft,joint,0.05,100,7,0.061327758328391324,False,15,10000,1000
soft,joint,0.05,100,8,0.06337392222268634,False,15,10000,1000
soft,joint,0.05,100,9,0.06888406821864157,False,15,10000,1000
soft,joint,0.05,100,10,0.07186084028839845,False,15,10000,1000
soft,joint,0.05,100,11,0.07789213704620979,False,15,10000,1000
soft,joint,0.05,100,12,0.0642355264631631,False,15,10000,1000
soft,joint,0.05,100,13,0.06932440688852104,False,15,10000,1000
soft,joint,0.05,100,14,0.06977948951938728,False,15,10000,1000
soft,joint,0.05,100,15,0.0429978438318781,False,15,10000,1000
soft,joint,0.05,125,1,0.06728766379798001,False,15,10000,1000
soft,joint,0.05,125,2,0.053805424751405484,False,15,10000,1000
soft,joint,0.05,125,3,0.06631200763020151,False,15,10000,1000
soft,joint,0.05,125,4,0.06710013218603672,False,15,10000,1000
soft,joint,0.05,125,5,0.0444068069116037,False,15,10000,1000
soft,joint,0.05,125,6,0.06480732995975513,False,15,10000,1000
soft,joint,0.05,125,7,0.07323949898778892,False,15,10000,1000
soft,joint,0.05,125,8,0.06333502322054652,False,15,10000,1000
soft,joint,0.05,125,9,0.06422648946590281,False,15,10000,1000
soft,joint,0.05,125,10,0.06682355553202135,False,15,10000,1000
soft,joint,0.05,125,11,0.06294103784704741,False,15,10000,1000
soft,joint,0.05,125,12,0.06994599674968383,False,15,10000,1000
soft,joint,0.05,125,13,0.06507082330242042,False,15,10000,1000
soft,joint,0.05,125,14,0.06923321015257766,False,15,10000,1000
soft,joint,0.05,125,15,0.05908629933713527,False,15,10000,1000
soft,joint,0.05,150,1,0.05749224484172788,False,15,10000,1000
soft,joint,0.05,150,2,0.07137439698245562,False,15,10000,1000
soft,joint,0.05,150,3,0.049912816098778734,False,15,10000,1000
soft,joint,0.05,150,4,0.06325043284003007,False,15,10000,1000
soft,joint,0.05,150,5,0.07813683460903453,False,15,10000,1000
soft,joint,0.05,150,6,0.059618004356256415,False,15,10000,1000
soft,joint,0.05,150,7,0.06332853299075447,False,15,10000,1000
soft,joint,0.05,150,8,0.07311211559548147,False,15,10000,1000
soft,joint,0.05,150,9,0.0689998569041248,False,15,10000,1000
soft,joint,0.05,150,10,0.07109186722196914,False,15,10000,1000
soft,joint,0.05,150,11,0.06329858063011451,False,15,10000,1000
soft,joint,0.05,150,12,0.07561370929281153,False,15,10000,1000
soft,joint,0.05,150,13,0.06781713311379511,False,15,10000,1000
soft,joint,0.05,150,14,0.06217643565939879,False,15,10000,1000
soft,joint,0.05,150,15,0.04865220758631139,False,15,10000,1000
soft,joint,0.075,25,1,0.030908178140534925,False,15,10000,1000
soft,joint,0.075,25,2,0.07469252598453813,False,15,10000,1000
soft,joint,0.075,25,3,0.04105959796724479,False,15,10000,1000
soft,joint,0.075,25,4,0.06767318691217938,False,15,10000,1000
soft,joint,0.075,25,5,0.04981350704469789,False,15,10000,1000
soft,joint,0.075,25,6,0.06734488179412157,False,15,10000,1000
soft,joint,0.075,25,7,0.06737182019852028,False,15,10000,1000
soft,joint,0.075,25,8,0.02103511152675752,False,15,10000,1000
soft,joint,0.075,25,9,0.052665046861010145,False,15,10000,1000
soft,joint,0.075,25,10,0.0688315481999695,False,15,10000,1000
soft,joint,0.075,25,11,0.062220719049246975,False,15,10000,1000
soft,joint,0.075,25,12,0.03984689783524531,False,15,10000,1000
soft,joint,0.075,25,13,0.07256942335054561,False,15,10000,1000
soft,joint,0.075,25,14,0.05808650227179202,False,15,10000,1000
soft,joint,0.075,25,15,0.034204882743678056,False,15,10000,1000
soft,joint,0.075,50,1,0.0264202472213384,False,15,10000,1000
soft,joint,0.075,50,2,0.06235312829924644,False,15,10000,1000
soft,joint,0.075,50,3,0.07026413160718126,False,15,10000,1000
soft,joint,0.075,50,4,0.05419818871858406,False,15,10000,1000
soft,joint,0.075,50,5,0.06312216199655385,False,15,10000,1000
soft,joint,0.075,50,6,0.05240565267631969,False,15,10000,1000
soft,joint,0.075,50,7,0.06807551975793702,False,15,10000,1000
soft,joint,0.075,50,8,0.07029466981293075,False,15,10000,1000
soft,joint,0.075,50,9,0.05737375299989611,False,15,10000,1000
soft,joint,0.075,50,10,0.06242450204127392,False,15,10000,1000
soft,joint,0.075,50,11,0.0401426315877913,False,15,10000,1000
soft,joint,0.075,50,12,0.05798289823757341,False,15,10000,1000
soft,joint,0.075,50,13,0.061963838078049616,False,15,10000,1000
soft,joint,0.075,50,14,0.05440554896063121,False,15,10000,1000
soft,joint,0.075,50,15,0.07346638704967301,False,15,10000,1000
soft,joint,0.075,75,1,0.053219838697182276,False,15,10000,1000
soft,joint,0.075,75,2,0.023170548821084047,False,15,10000,1000
soft,joint,0.075,75,3,0.054845064514243536,False,15,10000,1000
soft,joint,0.075,75,4,0.05367200747855505,False,15,10000,1000
soft,joint,0.075,75,5,0.04328446035534994,False,15,10000,1000
soft,joint,0.075,75,6,0.06197707239145078,False,15,10000,1000
soft,joint,0.075,75,7,0.0613013412805401,False,15,10000,1000
soft,joint,0.075,75,8,0.04322939533995429,False,15,10000,1000
soft,joint,0.075,75,9,0.03993088818205437,False,15,10000,1000
soft,joint,0.075,75,10,0.05966643167448282,False,15,10000,1000
soft,joint,0.075,75,11,0.031594975612109444,False,15,10000,1000
soft,joint,0.075,75,12,0.04251067143396314,False,15,10000,1000
soft,joint,0.075,75,13,0.03819352869737491,False,15,10000,1000
soft,joint,0.075,75,14,0.04700025247186623,False,15,10000,1000
soft,joint,0.075,75,15,0.0577243873140727,False,15,10000,1000
soft,joint,0.075,100,1,0.047634827791234624,False,15,10000,1000
soft,joint,0.075,100,2,0.029262063067503563,False,15,10000,1000
soft,joint,0.075,100,3,0.04673100915063433,False,15,10000,1000
soft,joint,0.075,100,4,0.058412052271317405,False,15,10000,1000
soft,joint,0.075,100,5,0.049319870733023574,False,15,10000,1000
soft,joint,0.075,100,6,0.04580699180600556,False,15,10000,1000
soft,joint,0.075,100,7,0.04349114166826973,False,15,10000,1000
soft,joint,0.075,100,8,0.051784290938516664,False,15,10000,1000
soft,joint,0.075,100,9,0.05032188381725344,False,15,10000,1000
soft,joint,0.075,100,10,0.05381150042328131,False,15,10000,1000
soft,joint,0.075,100,11,0.04988833695966388,False,15,10000,1000
soft,joint,0.075,100,12,0.054359432363748184,False,15,10000,1000
soft,joint,0.075,100,13,0.04950472585655685,False,15,10000,1000
soft,joint,0.075,100,14,0.053595473286874196,False,15,10000,1000
soft,joint,0.075,100,15,0.028722965548853452,False,15,10000,1000
soft,joint,0.075,125,1,0.0457615740650712,False,15,10000,1000
soft,joint,0.075,125,2,0.03143495009946062,False,15,10000,1000
soft,joint,0.075,125,3,0.04798104860211949,False,15,10000,1000
soft,joint,0.075,125,4,0.042751385294105715,False,15,10000,1000
soft,joint,0.075,125,5,0.03177819587331632,False,15,10000,1000
soft,joint,0.075,125,6,0.054010924600879084,False,15,10000,1000
soft,joint,0.075,125,7,0.0543487566350338,False,15,10000,1000
soft,joint,0.075,125,8,0.04149453603570641,False,15,10000,1000
soft,joint,0.075,125,9,0.04633809582973791,False,15,10000,1000
soft,joint,0.075,125,10,0.049737717847372576,False,15,10000,1000
soft,joint,0.075,125,11,0.05070462312557922,False,15,10000,1000
soft,joint,0.075,125,12,0.050566766859990064,False,15,10000,1000
soft,joint,0.075,125,13,0.05115292308249475,False,15,10000,1000
soft,joint,0.075,125,14,0.05013388259500107,False,15,10000,1000
soft,joint,0.075,125,15,0.03830187930782536,False,15,10000,1000
soft,joint,0.075,150,1,0.037247318133023066,False,15,10000,1000
soft,joint,0.075,150,2,0.048368478614764454,False,15,10000,1000
soft,joint,0.075,150,3,0.03683273361624706,False,15,10000,1000
soft,joint,0.075,150,4,0.04566013999323659,False,15,10000,1000
soft,joint,0.075,150,5,0.056666157368385095,False,15,10000,1000
soft,joint,0.075,150,6,0.045499697548516016,False,15,10000,1000
soft,joint,0.075,150,7,0.0382665439851928,False,15,10000,1000
soft,joint,0.075,150,8,0.04710536008466759,False,15,10000,1000
soft,joint,0.075,150,9,0.04246508090403944,False,15,10000,1000
soft,joint,0.075,150,10,0.03807679520600615,False,15,10000,1000
soft,joint,0.075,150,11,0.044307906411155784,False,15,10000,1000
soft,joint,0.075,150,12,0.05966018094344294,False,15,10000,1000
soft,joint,0.075,150,13,0.04886135235945832,False,15,10000,1000
soft,joint,0.075,150,14,0.03834033400334946,False,15,10000,1000
soft,joint,0.075,150,15,0.03608509006292815,False,15,10000,1000
soft,joint,0.1,25,1,0.01954675264258321,False,15,10000,1000
soft,joint,0.1,25,2,0.049527123723336786,False,15,10000,1000
soft,joint,0.1,25,3,0.031768962363107445,False,15,10000,1000
soft,joint,0.1,25,4,0.0512533678995859,False,15,10000,1000
soft,joint,0.1,25,5,0.042758128533829654,False,15,10000,1000
soft,joint,0.1,25,6,0.054712263958458296,False,15,10000,1000
soft,joint,0.1,25,7,0.0444006843923479,False,15,10000,1000
soft,joint,0.1,25,8,0.011732760721263613,False,15,10000,1000
soft,joint,0.1,25,9,0.035601645689580685,False,15,10000,1000
soft,joint,0.1,25,10,0.045825399549869195,False,15,10000,1000
soft,joint,0.1,25,11,0.049541242838767596,False,15,10000,1000
soft,joint,0.1,25,12,0.02304635996370341,False,15,10000,1000
soft,joint,0.1,25,13,0.058584754587800436,False,15,10000,1000
soft,joint,0.1,25,14,0.04619487770231778,False,15,10000,1000
soft,joint,0.1,25,15,0.028072644999710183,False,15,10000,1000
soft,joint,0.1,50,1,0.02270504649368621,False,15,10000,1000
soft,joint,0.1,50,2,0.047330483941284696,False,15,10000,1000
soft,joint,0.1,50,3,0.05066883462440197,False,15,10000,1000
soft,joint,0.1,50,4,0.038982544207281755,False,15,10000,1000
soft,joint,0.1,50,5,0.04681919820897207,False,15,10000,1000
soft,joint,0.1,50,6,0.03988910748911079,False,15,10000,1000
soft,joint,0.1,50,7,0.05270744334395405,False,15,10000,1000
soft,joint,0.1,50,8,0.04829761439810554,False,15,10000,1000
soft,joint,0.1,50,9,0.04334750154798672,False,15,10000,1000
soft,joint,0.1,50,10,0.04477756444367542,False,15,10000,1000
soft,joint,0.1,50,11,0.029391237239174695,False,15,10000,1000
soft,joint,0.1,50,12,0.044092257093236054,False,15,10000,1000
soft,joint,0.1,50,13,0.04417248541579166,False,15,10000,1000
soft,joint,0.1,50,14,0.04066852504759688,False,15,10000,1000
soft,joint,0.1,50,15,0.05263220658113754,False,15,10000,1000
soft,joint,0.1,75,1,0.04147642916851613,False,15,10000,1000
soft,joint,0.1,75,2,0.014235216658856631,False,15,10000,1000
soft,joint,0.1,75,3,0.0394031200506344,False,15,10000,1000
soft,joint,0.1,75,4,0.03948745318942137,False,15,10000,1000
soft,joint,0.1,75,5,0.03490331964184823,False,15,10000,1000
soft,joint,0.1,75,6,0.04613048979290446,False,15,10000,1000
soft,joint,0.1,75,7,0.044374430361734385,False,15,10000,1000
soft,joint,0.1,75,8,0.03529277599723524,False,15,10000,1000
soft,joint,0.1,75,9,0.030171174937703382,False,15,10000,1000
soft,joint,0.1,75,10,0.039308305365987284,False,15,10000,1000
soft,joint,0.1,75,11,0.025028551448641023,False,15,10000,1000
soft,joint,0.1,75,12,0.03290196993061967,False,15,10000,1000
soft,joint,0.1,75,13,0.02682613662654454,False,15,10000,1000
soft,joint,0.1,75,14,0.024787164140236406,False,15,10000,1000
soft,joint,0.1,75,15,0.043704879579226086,False,15,10000,1000
soft,joint,0.1,100,1,0.034463838946270586,False,15,10000,1000
soft,joint,0.1,100,2,0.019308238152694113,False,15,10000,1000
soft,joint,0.1,100,3,0.03238230566416345,False,15,10000,1000
soft,joint,0.1,100,4,0.03932621786995827,False,15,10000,1000
soft,joint,0.1,100,5,0.035709292456930886,False,15,10000,1000
soft,joint,0.1,100,6,0.037247927500414946,False,15,10000,1000
soft,joint,0.1,100,7,0.028798689384391007,False,15,10000,1000
soft,joint,0.1,100,8,0.029801042743837547,False,15,10000,1000
soft,joint,0.1,100,9,0.03802807873154701,False,15,10000,1000
soft,joint,0.1,100,10,0.03281931114503367,False,15,10000,1000
soft,joint,0.1,100,11,0.02759790189222855,False,15,10000,1000
soft,joint,0.1,100,12,0.040062693037326236,False,15,10000,1000
soft,joint,0.1,100,13,0.030226517952971488,False,15,10000,1000
soft,joint,0.1,100,14,0.04083152077294416,False,15,10000,1000
soft,joint,0.1,100,15,0.016474820558603387,False,15,10000,1000
soft,joint,0.1,125,1,0.022883200967554362,False,15,10000,1000
