CBM_Type,Training_Mode,Alpha,k,Run,Leakage,Warning,num_sim,n,d
soft,joint,200.0,100,4,-0.0026518057466691225,False,15,2000,700
soft,joint,200.0,100,5,0.005918380827183656,False,15,2000,700
soft,joint,200.0,100,6,-0.0012148961843365669,False,15,2000,700
soft,joint,200.0,100,7,0.00724531359184355,False,15,2000,700
soft,joint,200.0,100,8,0.00552718820789555,False,15,2000,700
soft,joint,200.0,100,9,0.002539943949730894,False,15,2000,700
soft,joint,200.0,100,10,0.011071019141614569,False,15,2000,700
soft,joint,200.0,100,11,0.0059983055416588105,False,15,2000,700
soft,joint,200.0,100,12,0.0024301260041874606,False,15,2000,700
soft,joint,200.0,100,13,0.01243050788973643,False,15,2000,700
soft,joint,200.0,100,14,0.004700114185199,False,15,2000,700
soft,joint,200.0,100,15,0.011753043510681405,False,15,2000,700
soft,joint,200.0,200,1,0.011330460992241997,False,15,2000,700
soft,joint,200.0,200,2,0.0034427443945768132,False,15,2000,700
soft,joint,200.0,200,3,0.01214012939313891,False,15,2000,700
soft,joint,200.0,200,4,0.014542578626401514,False,15,2000,700
soft,joint,200.0,200,5,0.008476521121932423,False,15,2000,700
soft,joint,200.0,200,6,0.007023423584952004,False,15,2000,700
soft,joint,200.0,200,7,0.010931477575494064,False,15,2000,700
soft,joint,200.0,200,8,-0.004415393784003907,False,15,2000,700
soft,joint,200.0,200,9,0.0055766289794647594,False,15,2000,700
soft,joint,200.0,200,10,0.00868883197440451,False,15,2000,700
soft,joint,200.0,200,11,0.015094304769394329,False,15,2000,700
soft,joint,200.0,200,12,0.004767377081884128,False,15,2000,700
soft,joint,200.0,200,13,0.005509286498590171,False,15,2000,700
soft,joint,200.0,200,14,0.010709115814413472,False,15,2000,700
soft,joint,200.0,200,15,0.014753582707958124,False,15,2000,700
soft,sequential,,10,1,2.733621574968481e-05,False,15,2000,700
soft,sequential,,10,2,0.0076826066850876895,False,15,2000,700
soft,sequential,,10,3,-0.002015028587843082,False,15,2000,700
soft,sequential,,10,4,-0.002644209249672347,False,15,2000,700
soft,sequential,,10,5,0.005837293005594324,False,15,2000,700
soft,sequential,,10,6,0.0033100354116031294,False,15,2000,700
soft,sequential,,10,7,-0.000940893945207355,False,15,2000,700
soft,sequential,,10,8,0.0029468763709441514,False,15,2000,700
soft,sequential,,10,9,0.007404004948992737,False,15,2000,700
soft,sequential,,10,10,-0.001976564548340498,False,15,2000,700
soft,sequential,,10,11,0.002230612309875868,False,15,2000,700
soft,sequential,,10,12,0.006650979801049672,False,15,2000,700
soft,sequential,,10,13,0.0012671800893255813,False,15,2000,700
soft,sequential,,10,14,0.0021464597084772663,False,15,2000,700
soft,sequential,,10,15,0.003225542120028013,False,15,2000,700
soft,sequential,,20,1,0.007008653548440824,False,15,2000,700
soft,sequential,,20,2,0.0007919738659121212,False,15,2000,700
soft,sequential,,20,3,-0.0003493659139528482,False,15,2000,700
soft,sequential,,20,4,0.0035039054644097067,False,15,2000,700
soft,sequential,,20,5,0.008573567103117963,False,15,2000,700
soft,sequential,,20,6,0.003578321108131277,False,15,2000,700
soft,sequential,,20,7,0.004695009828964869,False,15,2000,700
soft,sequential,,20,8,0.004883970974715268,False,15,2000,700
soft,sequential,,20,9,-0.001487960710345515,False,15,2000,700
soft,sequential,,20,10,-0.0006696113096105183,False,15,2000,700
soft,sequential,,20,11,0.009034978599465893,False,15,2000,700
soft,sequential,,20,12,0.009885412201781296,False,15,2000,700
soft,sequential,,20,13,0.004496957748384656,False,15,2000,700
soft,sequential,,20,14,0.007555631130185869,False,15,2000,700
soft,sequential,,20,15,0.005417086546400718,False,15,2000,700
soft,sequential,,50,1,0.009152438560614762,False,15,2000,700
soft,sequential,,50,2,0.007217866475409451,False,15,2000,700
soft,sequential,,50,3,0.004238419634736701,False,15,2000,700
soft,sequential,,50,4,0.010832735530879045,False,15,2000,700
soft,sequential,,50,5,0.004595626572488465,False,15,2000,700
soft,sequential,,50,6,0.0039914229853657,False,15,2000,700
soft,sequential,,50,7,-0.005900854310795456,False,15,2000,700
soft,sequential,,50,8,0.0035678116946276095,False,15,2000,700
soft,sequential,,50,9,0.008676574663536218,False,15,2000,700
soft,sequential,,50,10,0.0015443912246213554,False,15,2000,700
soft,sequential,,50,11,0.0020313847891306747,False,15,2000,700
soft,sequential,,50,12,0.0039034500071095657,False,15,2000,700
soft,sequential,,50,13,-0.0021411700028863834,False,15,2000,700
soft,sequential,,50,14,0.007232949600785021,False,15,2000,700
soft,sequential,,50,15,0.008243493885452757,False,15,2000,700
soft,sequential,,100,1,0.009774412625374262,False,15,2000,700
soft,sequential,,100,2,0.004335970621479612,False,15,2000,700
soft,sequential,,100,3,0.007035317406481223,False,15,2000,700
soft,sequential,,100,4,0.00451056361707991,False,15,2000,700
soft,sequential,,100,5,0.006647707119858515,False,15,2000,700
soft,sequential,,100,6,0.001381864217888662,False,15,2000,700
soft,sequential,,100,7,0.00637112020338515,False,15,2000,700
soft,sequential,,100,8,0.008707019826198037,False,15,2000,700
soft,sequential,,100,9,-0.00262780485706271,False,15,2000,700
soft,sequential,,100,10,0.012976117214131166,False,15,2000,700
soft,sequential,,100,11,0.0028487873493081572,False,15,2000,700
soft,sequential,,100,12,0.0015680597608460634,False,15,2000,700
soft,sequential,,100,13,0.013720689005138231,False,15,2000,700
soft,sequential,,100,14,0.0032556115519450923,False,15,2000,700
soft,sequential,,100,15,0.010361213162955574,False,15,2000,700
soft,sequential,,200,1,0.010917998116405148,False,15,2000,700
soft,sequential,,200,2,0.002831697250049281,False,15,2000,700
soft,sequential,,200,3,0.009025068926247215,False,15,2000,700
soft,sequential,,200,4,0.011795234784213404,False,15,2000,700
soft,sequential,,200,5,0.007089972757777563,False,15,2000,700
soft,sequential,,200,6,0.014079949222264077,False,15,2000,700
soft,sequential,,200,7,0.012755265605358668,False,15,2000,700
soft,sequential,,200,8,0.0034639109442911042,False,15,2000,700
soft,sequential,,200,9,0.002092372973180323,False,15,2000,700
soft,sequential,,200,10,0.008241256176365841,False,15,2000,700
soft,sequential,,200,11,0.01321999295271703,False,15,2000,700
soft,sequential,,200,12,0.007379809038757124,False,15,2000,700
soft,sequential,,200,13,0.007829463279344084,False,15,2000,700
soft,sequential,,200,14,0.006842849412108665,False,15,2000,700
soft,sequential,,200,15,0.012762651811116577,False,15,2000,700
soft,sequential,,10,1,0.0013919082865925247,False,15,2000,700
soft,sequential,,10,2,0.006553172013719077,False,15,2000,700
soft,sequential,,10,3,0.0037902349521492518,False,15,2000,700
soft,sequential,,10,4,-0.0004777788683556494,False,15,2000,700
soft,sequential,,10,5,0.002261530068665474,False,15,2000,700
soft,sequential,,10,6,0.007140142337034527,False,15,2000,700
soft,sequential,,10,7,9.528323594976129e-05,False,15,2000,700
soft,sequential,,10,8,-0.0001105056569670193,False,15,2000,700
soft,sequential,,10,9,0.0058448772967025775,False,15,2000,700
soft,sequential,,10,10,0.0012925713894387236,False,15,2000,700
soft,sequential,,10,11,0.0029394623118934593,False,15,2000,700
soft,sequential,,10,12,0.0008432961739435196,False,15,2000,700
soft,sequential,,10,13,0.0033777890704598246,False,15,2000,700
soft,sequential,,10,14,0.0008068993708116867,False,15,2000,700
soft,sequential,,10,15,0.000793075232807805,False,15,2000,700
soft,sequential,,20,1,0.005067069822432879,False,15,2000,700
soft,sequential,,20,2,-4.667662420643204e-05,False,15,2000,700
soft,sequential,,20,3,0.005019460046724156,False,15,2000,700
soft,sequential,,20,4,0.00801522800338006,False,15,2000,700
soft,sequential,,20,5,0.0034356419984480357,False,15,2000,700
soft,sequential,,20,6,0.005637629500858887,False,15,2000,700
soft,sequential,,20,7,0.008232496113225851,False,15,2000,700
soft,sequential,,20,8,0.00670501149670244,False,15,2000,700
soft,sequential,,20,9,-0.003138146506579176,False,15,2000,700
soft,sequential,,20,10,0.0033972150873713414,False,15,2000,700
soft,sequential,,20,11,0.009571316105597472,False,15,2000,700
soft,sequential,,20,12,0.00430398126575704,False,15,2000,700
soft,sequential,,20,13,0.0021291257084321558,False,15,2000,700
soft,sequential,,20,14,0.010490060751305208,False,15,2000,700
soft,sequential,,20,15,0.003113129177248153,False,15,2000,700
soft,sequential,,50,1,0.00943526696086372,False,15,2000,700
soft,sequential,,50,2,0.004567529567717443,False,15,2000,700
soft,sequential,,50,3,0.005717192082444811,False,15,2000,700
soft,sequential,,50,4,0.007071867592435055,False,15,2000,700
soft,sequential,,50,5,0.003910119524628275,False,15,2000,700
soft,sequential,,50,6,0.00966877354178819,False,15,2000,700
soft,sequential,,50,7,-0.001848064416605455,False,15,2000,700
soft,sequential,,50,8,0.0073246051261455225,False,15,2000,700
soft,sequential,,50,9,0.006547889035333654,False,15,2000,700
soft,sequential,,50,10,0.002750393355059444,False,15,2000,700
soft,sequential,,50,11,0.0055886396060085275,False,15,2000,700
soft,sequential,,50,12,0.005618788906534888,False,15,2000,700
soft,sequential,,50,13,0.00020622674571879607,False,15,2000,700
soft,sequential,,50,14,-0.0001604111338111558,False,15,2000,700
soft,sequential,,50,15,0.005720466515873657,False,15,2000,700
soft,sequential,,100,1,0.008558736221592644,False,15,2000,700
soft,sequential,,100,2,0.001280349738015607,False,15,2000,700
soft,sequential,,100,3,0.007542314213834667,False,15,2000,700
soft,sequential,,100,4,0.0019440137865849305,False,15,2000,700
soft,sequential,,100,5,0.005336431340864145,False,15,2000,700
soft,sequential,,100,6,-0.00059125043839936,False,15,2000,700
soft,sequential,,100,7,0.007261192872105582,False,15,2000,700
soft,sequential,,100,8,0.008639361902787579,False,15,2000,700
soft,sequential,,100,9,0.001209640574056925,False,15,2000,700
soft,sequential,,100,10,0.012756227774013418,False,15,2000,700
soft,sequential,,100,11,0.002539719493650061,False,15,2000,700
soft,sequential,,100,12,0.0024829090328815084,False,15,2000,700
soft,sequential,,100,13,0.01317839203112503,False,15,2000,700
soft,sequential,,100,14,0.009640473306105735,False,15,2000,700
soft,sequential,,100,15,0.010875494850076661,False,15,2000,700
soft,sequential,,200,1,0.01351751536013901,False,15,2000,700
soft,sequential,,200,2,0.0013079330139225132,False,15,2000,700
soft,sequential,,200,3,0.011663435444596137,False,15,2000,700
soft,sequential,,200,4,0.013411325791395035,False,15,2000,700
soft,sequential,,200,5,0.008108281087473745,False,15,2000,700
soft,sequential,,200,6,0.012659490704459264,False,15,2000,700
soft,sequential,,200,7,0.013218601515456285,False,15,2000,700
soft,sequential,,200,8,-0.0001687453021042007,False,15,2000,700
soft,sequential,,200,9,0.00593738705684288,False,15,2000,700
soft,sequential,,200,10,0.010171446082127611,False,15,2000,700
soft,sequential,,200,11,0.0071182735163175526,False,15,2000,700
soft,sequential,,200,12,0.003978559393750247,False,15,2000,700
soft,sequential,,200,13,0.002643279886777261,False,15,2000,700
soft,sequential,,200,14,0.007840496045256051,False,15,2000,700
soft,sequential,,200,15,0.01750288783697629,False,15,2000,700
soft,sequential,,10,1,0.002757880561868209,False,15,2000,700
soft,sequential,,10,2,0.004245348803289417,False,15,2000,700
soft,sequential,,10,3,0.00047012324230455427,False,15,2000,700
soft,sequential,,10,4,-0.002735400257605658,False,15,2000,700
soft,sequential,,10,5,0.0020981808984683603,False,15,2000,700
soft,sequential,,10,6,0.006649153363487592,False,15,2000,700
soft,sequential,,10,7,0.0004107042844874176,False,15,2000,700
soft,sequential,,10,8,0.00232229847164378,False,15,2000,700
soft,sequential,,10,9,0.004869952791917376,False,15,2000,700
soft,sequential,,10,10,-0.003175945965647742,False,15,2000,700
soft,sequential,,10,11,0.0026450879026704843,False,15,2000,700
soft,sequential,,10,12,0.001096874111326862,False,15,2000,700
soft,sequential,,10,13,0.001592143486740527,False,15,2000,700
soft,sequential,,10,14,0.0030034928555007223,False,15,2000,700
soft,sequential,,10,15,0.0021516328185886557,False,15,2000,700
soft,sequential,,20,1,0.0030715498101043792,False,15,2000,700
soft,sequential,,20,2,0.000925982109146295,False,15,2000,700
soft,sequential,,20,3,0.005892020990794444,False,15,2000,700
soft,sequential,,20,4,0.002895227002602807,False,15,2000,700
soft,sequential,,20,5,0.0057499042646871334,False,15,2000,700
soft,sequential,,20,6,-0.0006080215808728084,False,15,2000,700
soft,sequential,,20,7,0.0024314104769382894,False,15,2000,700
soft,sequential,,20,8,0.005354923706472281,False,15,2000,700
soft,sequential,,20,9,0.0031521407510672894,False,15,2000,700
soft,sequential,,20,10,0.002685049379126614,False,15,2000,700
soft,sequential,,20,11,0.010106079591200023,False,15,2000,700
soft,sequential,,20,12,0.010108985182559538,False,15,2000,700
soft,sequential,,20,13,0.0047440452626632545,False,15,2000,700
soft,sequential,,20,14,0.0043710917158301665,False,15,2000,700
soft,sequential,,20,15,0.003865387710910495,False,15,2000,700
soft,sequential,,50,1,0.012003348562129146,False,15,2000,700
soft,sequential,,50,2,0.007567458206457989,False,15,2000,700
soft,sequential,,50,3,0.006339526423982944,False,15,2000,700
soft,sequential,,50,4,0.008518222975438805,False,15,2000,700
soft,sequential,,50,5,0.005574009381982492,False,15,2000,700
soft,sequential,,50,6,0.007489571618916058,False,15,2000,700
soft,sequential,,50,7,-0.0009695455730707181,False,15,2000,700
soft,sequential,,50,8,0.006188778502081993,False,15,2000,700
soft,sequential,,50,9,0.005605957698209263,False,15,2000,700
soft,sequential,,50,10,0.002975065447634151,False,15,2000,700
soft,sequential,,50,11,0.0033783474391284596,False,15,2000,700
soft,sequential,,50,12,0.0049368923803831954,False,15,2000,700
soft,sequential,,50,13,0.0028567059055659705,False,15,2000,700
soft,sequential,,50,14,0.0069667801554902375,False,15,2000,700
soft,sequential,,50,15,0.009198026017589012,False,15,2000,700
soft,sequential,,100,1,0.005843096913631829,False,15,2000,700
soft,sequential,,100,2,0.0032389605713847303,False,15,2000,700
soft,sequential,,100,3,0.006362172606970473,False,15,2000,700
soft,sequential,,100,4,0.004510787110859393,False,15,2000,700
soft,sequential,,100,5,0.005498782229558019,False,15,2000,700
soft,sequential,,100,6,0.0024701804336306754,False,15,2000,700
soft,sequential,,100,7,0.006662708281788499,False,15,2000,700
soft,sequential,,100,8,0.004683386026085978,False,15,2000,700
soft,sequential,,100,9,4.235741957403505e-05,False,15,2000,700
soft,sequential,,100,10,0.010433779732454518,False,15,2000,700
soft,sequential,,100,11,0.008627203551824225,False,15,2000,700
soft,sequential,,100,12,-0.0011197033161942649,False,15,2000,700
soft,sequential,,100,13,0.0093076399940073,False,15,2000,700
soft,sequential,,100,14,0.0043875715334675824,False,15,2000,700
soft,sequential,,100,15,0.011844016066968166,False,15,2000,700
soft,sequential,,200,1,0.015863779021247693,False,15,2000,700
soft,sequential,,200,2,0.003798053441016691,False,15,2000,700
soft,sequential,,200,3,0.011349177128560983,False,15,2000,700
soft,sequential,,200,4,0.011173632796068977,False,15,2000,700
soft,sequential,,200,5,0.007283406268186354,False,15,2000,700
soft,sequential,,200,6,0.012427278366008876,False,15,2000,700
soft,sequential,,200,7,0.013247314835231006,False,15,2000,700
soft,sequential,,200,8,0.00013588039522227646,False,15,2000,700
soft,sequential,,200,9,0.010462200491160534,False,15,2000,700
soft,sequential,,200,10,0.009185453026025137,False,15,2000,700
soft,sequential,,200,11,0.012129444590593064,False,15,2000,700
soft,sequential,,200,12,0.006425820714646369,False,15,2000,700
soft,sequential,,200,13,0.006382517057440307,False,15,2000,700
soft,sequential,,200,14,0.008999747007426784,False,15,2000,700
soft,sequential,,200,15,0.01549094712485699,False,15,2000,700
soft,sequential,,10,1,0.004137465182944444,False,15,2000,700
soft,sequential,,10,2,0.006633343602265418,False,15,2000,700
soft,sequential,,10,3,-0.004434247664144131,False,15,2000,700
soft,sequential,,10,4,-0.0026766968007514436,False,15,2000,700
soft,sequential,,10,5,0.008296411479139287,False,15,2000,700
soft,sequential,,10,6,0.004620219996278152,False,15,2000,700
soft,sequential,,10,7,0.004377109140814017,False,15,2000,700
soft,sequential,,10,8,0.000670684669890953,False,15,2000,700
soft,sequential,,10,9,0.00693404622166649,False,15,2000,700
soft,sequential,,10,10,0.0031972058353006982,False,15,2000,700
soft,sequential,,10,11,0.002158294565120844,False,15,2000,700
soft,sequential,,10,12,0.003201490401954832,False,15,2000,700
soft,sequential,,10,13,-0.0006488700509894585,False,15,2000,700
soft,sequential,,10,14,0.003568840408649576,False,15,2000,700
soft,sequential,,10,15,0.0003256188989484432,False,15,2000,700
soft,sequential,,20,1,0.007286510872747121,False,15,2000,700
soft,sequential,,20,2,0.0005852103686854182,False,15,2000,700
soft,sequential,,20,3,0.0022917630181262805,False,15,2000,700
soft,sequential,,20,4,0.004489321596296003,False,15,2000,700
soft,sequential,,20,5,0.0024251761909757086,False,15,2000,700
soft,sequential,,20,6,0.0035832660163490626,False,15,2000,700
soft,sequential,,20,7,0.003496488426220079,False,15,2000,700
soft,sequential,,20,8,0.01041788871833016,False,15,2000,700
soft,sequential,,20,9,-0.00042872614009703547,False,15,2000,700
soft,sequential,,20,10,-0.00038473145121420416,False,15,2000,700
soft,sequential,,20,11,0.01472191597462702,False,15,2000,700
soft,sequential,,20,12,0.004995080864682144,False,15,2000,700
soft,sequential,,20,13,0.0039058500730710932,False,15,2000,700
soft,sequential,,20,14,0.005743890716933375,False,15,2000,700
soft,sequential,,20,15,0.0019063856811978308,False,15,2000,700
soft,sequential,,50,1,0.011514334192004316,False,15,2000,700
soft,sequential,,50,2,0.008228422132870561,False,15,2000,700
soft,sequential,,50,3,0.004478587960293101,False,15,2000,700
soft,sequential,,50,4,0.008554343060921621,False,15,2000,700
soft,sequential,,50,5,0.0009630160654838793,False,15,2000,700
soft,sequential,,50,6,0.006049358557870255,False,15,2000,700
soft,sequential,,50,7,-0.0006984361783062276,False,15,2000,700
soft,sequential,,50,8,0.006517187303278327,False,15,2000,700
soft,sequential,,50,9,0.005294437668219798,False,15,2000,700
soft,sequential,,50,10,-0.0015980528058021637,False,15,2000,700
soft,sequential,,50,11,0.0024245332986083667,False,15,2000,700
soft,sequential,,50,12,-0.00033494393860333815,False,15,2000,700
soft,sequential,,50,13,-0.001348511531277019,False,15,2000,700
soft,sequential,,50,14,0.008580433420684486,False,15,2000,700
soft,sequential,,50,15,0.008332887687694912,False,15,2000,700
soft,sequential,,100,1,0.007674042165408457,False,15,2000,700
soft,sequential,,100,2,0.0018843724447850096,False,15,2000,700
soft,sequential,,100,3,0.007694224597405652,False,15,2000,700
soft,sequential,,100,4,0.0023689206496617654,False,15,2000,700
soft,sequential,,100,5,0.004996833706787163,False,15,2000,700
soft,sequential,,100,6,0.002561391116807643,False,15,2000,700
soft,sequential,,100,7,0.007142974394335866,False,15,2000,700
soft,sequential,,100,8,0.003072993338971486,False,15,2000,700
soft,sequential,,100,9,-0.0010919096793258198,False,15,2000,700
soft,sequential,,100,10,0.006105120153146348,False,15,2000,700
soft,sequential,,100,11,0.007492375628385561,False,15,2000,700
soft,sequential,,100,12,-0.0007553481281801222,False,15,2000,700
soft,sequential,,100,13,0.011283854612751165,False,15,2000,700
soft,sequential,,100,14,0.007895225674183326,False,15,2000,700
soft,sequential,,100,15,0.007174069752764023,False,15,2000,700
soft,sequential,,200,1,0.010289383647466455,False,15,2000,700
soft,sequential,,200,2,0.001271446214265115,False,15,2000,700
soft,sequential,,200,3,0.010732293928436665,False,15,2000,700
soft,sequential,,200,4,0.012749890906767813,False,15,2000,700
soft,sequential,,200,5,0.008806309038596583,False,15,2000,700
soft,sequential,,200,6,0.01156007203596765,False,15,2000,700
soft,sequential,,200,7,0.010877801495299266,False,15,2000,700
soft,sequential,,200,8,0.0015132542389260095,False,15,2000,700
soft,sequential,,200,9,0.008645894018745937,False,15,2000,700
soft,sequential,,200,10,0.012613910220121483,False,15,2000,700
soft,sequential,,200,11,0.015018642963977147,False,15,2000,700
soft,sequential,,200,12,0.006257356571578887,False,15,2000,700
soft,sequential,,200,13,0.007373623869916024,False,15,2000,700
soft,sequential,,200,14,0.009082654268933288,False,15,2000,700
soft,sequential,,200,15,0.01888446318775472,False,15,2000,700
soft,sequential,,10,1,0.0001997560040531976,False,15,2000,700
soft,sequential,,10,2,0.001222451029217586,False,15,2000,700
soft,sequential,,10,3,-0.0005711985447189871,False,15,2000,700
soft,sequential,,10,4,0.0004958900394993471,False,15,2000,700
soft,sequential,,10,5,0.002311650449896119,False,15,2000,700
soft,sequential,,10,6,0.003205898043203259,False,15,2000,700
soft,sequential,,10,7,0.0023750769788379866,False,15,2000,700
soft,sequential,,10,8,0.0004262444871301341,False,15,2000,700
soft,sequential,,10,9,0.008975883287233088,False,15,2000,700
soft,sequential,,10,10,-0.0007048242100828883,False,15,2000,700
soft,sequential,,10,11,0.0021728001408964914,False,15,2000,700
soft,sequential,,10,12,0.005009021089475985,False,15,2000,700
soft,sequential,,10,13,0.003492962442288583,False,15,2000,700
soft,sequential,,10,14,0.0026712143361249385,False,15,2000,700
soft,sequential,,10,15,0.002243734729812319,False,15,2000,700
soft,sequential,,20,1,0.010412183532271246,False,15,2000,700
soft,sequential,,20,2,0.004894480784788158,False,15,2000,700
soft,sequential,,20,3,0.005626692940586375,False,15,2000,700
soft,sequential,,20,4,0.0051243692140579,False,15,2000,700
soft,sequential,,20,5,0.0019177015479066029,False,15,2000,700
soft,sequential,,20,6,-0.000112390503451687,False,15,2000,700
soft,sequential,,20,7,0.0036710781806634785,False,15,2000,700
soft,sequential,,20,8,0.005949587487074748,False,15,2000,700
soft,sequential,,20,9,-0.0013171187815039787,False,15,2000,700
soft,sequential,,20,10,0.003160292226356276,False,15,2000,700
soft,sequential,,20,11,0.008510729597048128,False,15,2000,700
soft,sequential,,20,12,0.004988468190619599,False,15,2000,700
soft,sequential,,20,13,0.00734870725097303,False,15,2000,700
soft,sequential,,20,14,0.009135831232341518,False,15,2000,700
soft,sequential,,20,15,0.0007449508596650833,False,15,2000,700
soft,sequential,,50,1,0.008698721421446232,False,15,2000,700
soft,sequential,,50,2,0.007458234441936051,False,15,2000,700
soft,sequential,,50,3,0.004739151998702784,False,15,2000,700
soft,sequential,,50,4,0.011033278564312354,False,15,2000,700
soft,sequential,,50,5,0.001169808717217169,False,15,2000,700
soft,sequential,,50,6,0.0033990704783635195,False,15,2000,700
soft,sequential,,50,7,-0.0024669933156107327,False,15,2000,700
soft,sequential,,50,8,0.005490179994887878,False,15,2000,700
soft,sequential,,50,9,0.008504080968648964,False,15,2000,700
soft,sequential,,50,10,0.002728818498620944,False,15,2000,700
soft,sequential,,50,11,0.0007255949329434408,False,15,2000,700
soft,sequential,,50,12,0.008917517958730636,False,15,2000,700
soft,sequential,,50,13,-0.0013203201173328516,False,15,2000,700
soft,sequential,,50,14,0.005676955817687235,False,15,2000,700
soft,sequential,,50,15,0.009570068703315338,False,15,2000,700
soft,sequential,,100,1,0.006313766210998439,False,15,2000,700
soft,sequential,,100,2,0.006318018496775268,False,15,2000,700
soft,sequential,,100,3,0.0032060140209584365,False,15,2000,700
soft,sequential,,100,4,-0.0019185815842654996,False,15,2000,700
soft,sequential,,100,5,0.005975400068955361,False,15,2000,700
soft,sequential,,100,6,0.0013292324947509204,False,15,2000,700
soft,sequential,,100,7,0.005210918835609757,False,15,2000,700
soft,sequential,,100,8,0.008762735979314984,False,15,2000,700
soft,sequential,,100,9,-0.0011256709905178575,False,15,2000,700
soft,sequential,,100,10,0.010511115040172436,False,15,2000,700
soft,sequential,,100,11,0.0045559473137819495,False,15,2000,700
soft,sequential,,100,12,-0.0034077534763512496,False,15,2000,700
soft,sequential,,100,13,0.010456206920903988,False,15,2000,700
soft,sequential,,100,14,0.005679913681832183,False,15,2000,700
soft,sequential,,100,15,0.015039679575299392,False,15,2000,700
soft,sequential,,200,1,0.010743069291692109,False,15,2000,700
soft,sequential,,200,2,0.004382153011020851,False,15,2000,700
soft,sequential,,200,3,0.008973523535823258,False,15,2000,700
soft,sequential,,200,4,0.01275513008562057,False,15,2000,700
soft,sequential,,200,5,0.00982538179818393,False,15,2000,700
soft,sequential,,200,6,0.012493266528315505,False,15,2000,700
soft,sequential,,200,7,0.007821511721034291,False,15,2000,700
soft,sequential,,200,8,-0.003855660402386718,False,15,2000,700
soft,sequential,,200,9,0.004064432672916896,False,15,2000,700
soft,sequential,,200,10,0.008610668113537168,False,15,2000,700
soft,sequential,,200,11,0.01226427070768854,False,15,2000,700
soft,sequential,,200,12,0.0036019433448426508,False,15,2000,700
soft,sequential,,200,13,0.004806941159710032,False,15,2000,700
soft,sequential,,200,14,0.0074255618128304945,False,15,2000,700
soft,sequential,,200,15,0.012546083824455989,False,15,2000,700
soft,sequential,,10,1,0.003010469400981597,False,15,2000,700
soft,sequential,,10,2,0.007625932723217321,False,15,2000,700
soft,sequential,,10,3,-0.0030093530824535364,False,15,2000,700
soft,sequential,,10,4,0.0021160716880352926,False,15,2000,700
soft,sequential,,10,5,0.004089929026391381,False,15,2000,700
soft,sequential,,10,6,0.003981970449920436,False,15,2000,700
soft,sequential,,10,7,0.0020276328503916474,False,15,2000,700
soft,sequential,,10,8,0.0010469342911270108,False,15,2000,700
soft,sequential,,10,9,0.006350858165398154,False,15,2000,700
soft,sequential,,10,10,-0.00033923659047196963,False,15,2000,700
soft,sequential,,10,11,0.004651596376285871,False,15,2000,700
soft,sequential,,10,12,0.0059585822760939156,False,15,2000,700
soft,sequential,,10,13,0.0027928276696815857,False,15,2000,700
soft,sequential,,10,14,0.0021461655760255383,False,15,2000,700
soft,sequential,,10,15,0.0035360479110637666,False,15,2000,700
soft,sequential,,20,1,0.0072414302456771384,False,15,2000,700
soft,sequential,,20,2,-0.00018223539418071866,False,15,2000,700
soft,sequential,,20,3,0.004101205660754115,False,15,2000,700
soft,sequential,,20,4,0.002746936838088132,False,15,2000,700
soft,sequential,,20,5,0.005153588751091842,False,15,2000,700
soft,sequential,,20,6,0.003709864965584009,False,15,2000,700
soft,sequential,,20,7,0.004755771183147184,False,15,2000,700
soft,sequential,,20,8,0.007228655961892594,False,15,2000,700
soft,sequential,,20,9,-0.00012900377894831117,False,15,2000,700
soft,sequential,,20,10,-0.0004172225587499856,False,15,2000,700
soft,sequential,,20,11,0.008066929597936978,False,15,2000,700
soft,sequential,,20,12,0.0066980801403699886,False,15,2000,700
soft,sequential,,20,13,0.00832896018784579,False,15,2000,700
soft,sequential,,20,14,0.0074377360776320955,False,15,2000,700
soft,sequential,,20,15,0.004852665455569838,False,15,2000,700
soft,sequential,,50,1,0.013020075002038611,False,15,2000,700
soft,sequential,,50,2,0.006341992135925123,False,15,2000,700
soft,sequential,,50,3,0.006112726436061866,False,15,2000,700
soft,sequential,,50,4,0.011144356757558871,False,15,2000,700
soft,sequential,,50,5,0.002848894486912723,False,15,2000,700
soft,sequential,,50,6,0.006650337107857229,False,15,2000,700
soft,sequential,,50,7,-0.0015850951527802692,False,15,2000,700
soft,sequential,,50,8,0.0107454101731852,False,15,2000,700
soft,sequential,,50,9,0.005678745730066659,False,15,2000,700
soft,sequential,,50,10,0.0013436796108048377,False,15,2000,700
soft,sequential,,50,11,0.001741124041748865,False,15,2000,700
soft,sequential,,50,12,0.0030378177694527775,False,15,2000,700
soft,sequential,,50,13,0.0001913813896647909,False,15,2000,700
soft,sequential,,50,14,0.0068802238413263606,False,15,2000,700
soft,sequential,,50,15,0.007454410534759814,False,15,2000,700
soft,sequential,,100,1,0.009369474999176841,False,15,2000,700
soft,sequential,,100,2,0.0036864019507700796,False,15,2000,700
soft,sequential,,100,3,0.004600379994151416,False,15,2000,700
soft,sequential,,100,4,-0.0013444152263659692,False,15,2000,700
soft,sequential,,100,5,0.006078277753830186,False,15,2000,700
soft,sequential,,100,6,0.0017463024475956601,False,15,2000,700
soft,sequential,,100,7,0.002840326795365389,False,15,2000,700
soft,sequential,,100,8,0.004737735200988968,False,15,2000,700
soft,sequential,,100,9,0.002193663874119567,False,15,2000,700
